product_name,brand,price,sku,product_id,description,reviews,colour,sizes,breadcrumbs,primary_image_url,image_urls,product_url
,,,"Papaya / 34 - Rs. 12,000.00",cassia-polo-papaya,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/cassia-polo-papaya
,,,"WHITE / XS - Rs. 9,500.00",sleeveless-mock-neck-top-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/sleeveless-mock-neck-top-white
,,,"White / XS - Rs. 11,100.00",fringe-mock-neck-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/fringe-mock-neck-white
,,,"WHITE / XXS - Rs. 4,300.00",ribbed-tank-1-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/ribbed-tank-1-white
,,,"White / XS - Rs. 12,000.00",short-sleeve-sweater-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/short-sleeve-sweater-white
,,,"Red / Blue Space / 38 - Rs. 73,900.00",long-sleeve-t-shirt-red-blue-space,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/long-sleeve-t-shirt-red-blue-space
,,,"Hawthorn Rose Heather / XS - Rs. 8,700.00",one-shoulder-tank-hawthorn-rose-heather,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/one-shoulder-tank-hawthorn-rose-heather
,,,"Hawthorn Rose / XS - Rs. 7,100.00",long-sleeve-off-shoulder-tee-hawthorn-rose,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/long-sleeve-off-shoulder-tee-hawthorn-rose
,,,"Honeysuckle / XS - Rs. 5,500.00",long-racerback-tank-honeysuckle,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/long-racerback-tank-honeysuckle
,,,"Tomato / XS - Rs. 8,700.00",strappy-tank-in-melt-tomato-puree,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/strappy-tank-in-melt-tomato-puree
,,,"Deep Lagoon / XS - Rs. 7,100.00",long-sleeve-off-shoulder-tee-deep-lagoon,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/long-sleeve-off-shoulder-tee-deep-lagoon
,,,"Deep Lagoon / XS - Rs. 12,700.00",mod-tennis-top-deep-lagoon,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/mod-tennis-top-deep-lagoon
,,,"Malachite / XS - Rs. 11,100.00",short-sleeve-off-shoulder-sweatshirt-malachite,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/short-sleeve-off-shoulder-sweatshirt-malachite
,,,"Granite Green / XS - Rs. 12,000.00",short-sleeve-off-shoulder-sweatshirt-granite-green,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/short-sleeve-off-shoulder-sweatshirt-granite-green
,,,"Navy/ Digital Green / XS - Rs. 8,700.00",colorblock-high-neck-tank-navy-digital-green,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/colorblock-high-neck-tank-navy-digital-green
,,,"Black / XS - Rs. 7,100.00",short-sleeve-ruched-tee-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/short-sleeve-ruched-tee-black
,,,"Navy / XS - Rs. 10,300.00",sleeveless-golf-top-navy,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/sleeveless-golf-top-navy
,,,"Navy / XS - Rs. 11,100.00",short-sleeve-collared-cardigan-navy,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/short-sleeve-collared-cardigan-navy
,,,"White / XS - Rs. 11,100.00",short-sleeve-collared-cardigan-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/short-sleeve-collared-cardigan-white
,,,"White / XS - Rs. 11,100.00",puff-sleeve-tee-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/puff-sleeve-tee-white
,,,"Snow Leopard / XS - Rs. 8,700.00",one-shoulder-convertible-bra-top-snow-leopard,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/one-shoulder-convertible-bra-top-snow-leopard
,,,"White / XS - Rs. 7,100.00",short-sleeve-ruched-tee-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/short-sleeve-ruched-tee-white
,,,"White / XS - Rs. 10,300.00",sleeveless-golf-top-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/sleeveless-golf-top-white
,,,"Winter White / XS - Rs. 12,700.00",cross-over-sweater-winter-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/cross-over-sweater-winter-white
,,,"Navy Blazer / XS - Rs. 10,300.00",pullover-sweatshirt-navy-blazer,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/pullover-sweatshirt-navy-blazer
,,,"Red Dahlia / XS - Rs. 11,100.00",long-sleeve-ballet-wrap-red-dahlia,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/long-sleeve-ballet-wrap-red-dahlia
,,,"Medium Wash / XS - Rs. 12,000.00",chambray-slim-shirt-with-pearl-snaps-chambray,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/chambray-slim-shirt-with-pearl-snaps-chambray
,,,"Heather Coronet / XS - Rs. 8,500.00",slouchy-knit-sweater-heather-coronet,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/slouchy-knit-sweater-heather-coronet
,,,"Quiet Harbor / XS - Rs. 5,300.00",short-sleeve-pocket-tee-quiet-harbor,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/short-sleeve-pocket-tee-quiet-harbor
,,,"Quiet Harbor / XS - Rs. 8,700.00",one-shoulder-tank-quiet-harbor,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/one-shoulder-tank-quiet-harbor
,,,"Coronet Blue / XS - Rs. 11,100.00",short-sleeve-off-shoulder-sweatshirt-cornet-blue,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/short-sleeve-off-shoulder-sweatshirt-cornet-blue
,,,"Charlock / XS - Rs. 8,700.00",strappy-tank-charlock,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/strappy-tank-charlock
,,,"Coronet Blue  / Charlock / XS - Rs. 8,700.00",colorblock-high-neck-tank-cornet-blue-charlock,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/colorblock-high-neck-tank-cornet-blue-charlock
,,,"Charlock / XS - Rs. 11,100.00",long-sleeve-ballet-wrap-charlock,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/long-sleeve-ballet-wrap-charlock
,,,"Off White / XS - Rs. 12,700.00",oversized-off-shoulder-sweater-off-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/oversized-off-shoulder-sweater-off-white
,,,"Black / XS - Rs. 10,300.00",high-neck-laser-cut-tank-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/high-neck-laser-cut-tank-black
,,,"Cream/ Black / XS - Rs. 9,300.00",stripe-puff-sleeve-sweater-cream-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/stripe-puff-sleeve-sweater-cream-black
,,,"Black / XS/S - Rs. 24,100.00",crochet-off-shoulder-sweatshirt-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/crochet-off-shoulder-sweatshirt-black
,,,"Black / XS - Rs. 10,300.00",fringe-tank-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/fringe-tank-black
,,,"Black / XS - Rs. 8,700.00",running-tank-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/running-tank-black
,,,"Stone/ Black / XS - Rs. 9,300.00",stripe-puff-sleeve-sweater-stone-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/stripe-puff-sleeve-sweater-stone-black
,,,"Black / XS - Rs. 9,500.00",tuxedo-mock-neck-top-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/tuxedo-mock-neck-top-black
,,,"Black / XS - Rs. 8,500.00",slouchy-knit-sweater-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/slouchy-knit-sweater-black
,,,"Merlot / XS - Rs. 6,300.00",short-sleeve-pocket-tee-merlot,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/short-sleeve-pocket-tee-merlot
,,,"Burnt Sienna / XS - Rs. 12,700.00",cross-over-sweater-burnt-sienna,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/cross-over-sweater-burnt-sienna
,,,"Burnt Sienna / XS - Rs. 10,500.00",1,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/long-sleeve-ballet-wrap-burnt-sienna-1
,,,"Grey Mesh / XS - Rs. 9,500.00",mesh-long-sleeve-top,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/mesh-long-sleeve-top
,,,"Lavender Grey / XS - Rs. 12,000.00",pearl-necklace-tank-lavender-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/pearl-necklace-tank-lavender-grey
,,,"Silver Heather / XS - Rs. 11,100.00",zip-long-sleeve-run-top,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/zip-long-sleeve-run-top
,,,"Heather Grey / XS - Rs. 10,300.00",pullover-sweatshirt-heather-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/pullover-sweatshirt-heather-grey
,,,"Dede Ski Print / XS - Rs. 23,800.00",perfect-active-tee-dede-ski-print,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/perfect-active-tee-dede-ski-print
,,,"White / XS - Rs. 10,300.00",long-sleeve-wrap-top-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/long-sleeve-wrap-top-white
,,,"White / XS - Rs. 11,100.00",cap-sleeve-top-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/cap-sleeve-top-white
,,,"Ivory / XS - Rs. 11,100.00",asymmetrical-sweater-top-ivory,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/asymmetrical-sweater-top-ivory
,,,"Off White / XS - Rs. 8,500.00",wool-blend-slouchy-knit-sweater-off-white,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/wool-blend-slouchy-knit-sweater-off-white
,,,"Olive / XS - Rs. 9,500.00",tuxedo-mock-neck-top-olive,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/tuxedo-mock-neck-top-olive
,,,"Off  White / XS - Rs. 9,400.00",1,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/half-zip-boucle-pullover-off-white-1
,,,"Olive / XS - Rs. 6,300.00",short-sleeve-pocket-tee-olive,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/short-sleeve-pocket-tee-olive
,,,"Olive / XS - Rs. 12,000.00",off-shoulder-sweatshirt-6-olive,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/off-shoulder-sweatshirt-6-olive
,,,"Black / XS - Rs. 12,700.00",cross-over-sweater-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/cross-over-sweater-black
,,,"Black / XS - Rs. 12,700.00",1,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/pearl-sweatshirt-black-1
,,,"Black / XS - Rs. 12,700.00",sheer-turtleneck-sweater-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/sheer-turtleneck-sweater-black
,,,"Charcoal Grey / XS - Rs. 12,000.00",raglan-pullover-in-velour-charcoal-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/raglan-pullover-in-velour-charcoal-grey
,,,"Glacier Grey / XS - Rs. 8,000.00",ophelia-lurex-johnny-collar-top-glacier-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/ophelia-lurex-johnny-collar-top-glacier-grey
,,,"Metallic Silver / XS - Rs. 11,100.00",liquid-metallic-bodysuit-silver,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/liquid-metallic-bodysuit-silver
,,,"Metallic Silver / XS - Rs. 10,300.00",liquid-metallic-long-sleeve-top-silver,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/liquid-metallic-long-sleeve-top-silver
,,,"Black / XS - Rs. 12,700.00",drapey-knit-sweatshirt-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/drapey-knit-sweatshirt-black
,,,"Black / XS - Rs. 7,900.00",mesh-tee-shirt-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/mesh-tee-shirt-black
,,,"Black / XS - Rs. 15,900.00",rosette-longline-sweater-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/rosette-longline-sweater-black
,,,"Black w/ White Rosette / XS - Rs. 12,000.00",rosette-long-sleeve-top-in-melt-black-w-white-rosette,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/rosette-long-sleeve-top-in-melt-black-w-white-rosette
,,,"Blush / XS - Rs. 12,000.00",raglan-pullover-in-velour-blush,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/raglan-pullover-in-velour-blush
,,,"Crimson Red / XS - Rs. 12,000.00",off-shoulder-sweatshirt-crimson-red,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/off-shoulder-sweatshirt-crimson-red
,,,"Crimson Red / XS - Rs. 10,300.00",long-sleeve-wrap-top-crimson-red,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/long-sleeve-wrap-top-crimson-red
,,,"Crimson Red / XS - Rs. 12,000.00",half-zip-fleece-top-crimson-red,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/half-zip-fleece-top-crimson-red
,,,"Multi / XS - Rs. 39,400.00",alison-pullover-multi,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/alison-pullover-multi
,,,"Cement Marl / XS - Rs. 10,300.00",timberley-half-zip-midlayer-cement-marl,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/timberley-half-zip-midlayer-cement-marl
,,,"Taupe Heather / XS - Rs. 12,700.00",drapey-knit-sweatshirt-taupe-heather,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/drapey-knit-sweatshirt-taupe-heather
,,,"Cream / XS - Rs. 30,600.00",delilah-top-cream,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/delilah-top-cream
,,,"Cream / XS - Rs. 14,300.00",crop-blazer-cream,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/crop-blazer-cream
,,,Caribou / XS - $75.00 USD,v-neck-longline-bra-caribou,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/v-neck-longline-bra-caribou
,,,Steel Grey / XS - $75.00 USD,v-neck-longline-bra-steel-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/v-neck-longline-bra-steel-grey
,,,BLACK DEEP LAKE PRINT-BLACK / XS - $67.00 USD,battlefield-camo-terrain-bra-black-deep-lake-print-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/battlefield-camo-terrain-bra-black-deep-lake-print-black
,,,UNDER THE SEA / XS - $65.00 USD,under-the-sea-duoknit-bra-under-the-sea,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/under-the-sea-duoknit-bra-under-the-sea
,,,Palm Multi / XS - $59.00 USD,palm-sunset-placement-bra-multi,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/palm-sunset-placement-bra-multi
,,,Dark Oak / XS - $75.00 USD,action-bra-2-0-in-takara-shine-dark-oak,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/action-bra-2-0-in-takara-shine-dark-oak
,,,CARAMEL CAFE / XS - $83.00 USD,one-shoulder-convertible-bra-top-caramel-cafe,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/one-shoulder-convertible-bra-top-caramel-cafe
,,,Shared / XS - $77.00 USD,asmc-truepace-bra-shared,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/asmc-truepace-bra-shared
,,,Olive / XS - $53.00 USD,cut-out-scoop-bra-in-diamond-compression-2-core-olive,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/cut-out-scoop-bra-in-diamond-compression-2-core-olive
,,,Formal Garden / XS - $83.00 USD,one-shoulder-convertible-bra-top-formal-garden,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/one-shoulder-convertible-bra-top-formal-garden
,,,NAVY / XS - $100.00 USD,sailor-bralette-navy,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/sailor-bralette-navy
,,,Black / XS - $75.00 USD,cut-out-scoop-bra-in-diamond-compression-3-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/cut-out-scoop-bra-in-diamond-compression-3-black
,,,Black / XS - $75.00 USD,scoop-racerback-bra-in-melt-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/scoop-racerback-bra-in-melt-black
,,,BLACK / XXS - $45.00 USD,criss-cross-bra-in-crocodile-takara-shine-black,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/criss-cross-bra-in-crocodile-takara-shine-black
,,,Charcoal Heather / XS - $75.00 USD,wrap-bra-ultimate-dark-heather-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/wrap-bra-ultimate-dark-heather-grey
,,,Navy / XS - $75.00 USD,scoop-racerback-bra-in-melt-navy,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/scoop-racerback-bra-in-melt-navy
,,,Silversage / XS - $75.00 USD,v-neck-longline-bra-silversage,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/v-neck-longline-bra-silversage
,,,Caribou / XS - $66.00 USD,ribbed-bra-caribou,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/ribbed-bra-caribou
,,,Blue Cheetah / XS - $56.00 USD,lets-go-elsie-bra-blue-cheetah,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/lets-go-elsie-bra-blue-cheetah
,,,Ink Block Floral / XS - $58.00 USD,form-elsie-bra-ink-block-floral,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/form-elsie-bra-ink-block-floral
,,,Crema Fractured Flower / XS - $56.00 USD,move-irena-bra-crema-fractured-flower,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/move-irena-bra-crema-fractured-flower
,,,Heather Oatmeal / XS - $75.00 USD,1,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/products/wrap-bra-heather-oat-1
,,,"Malachite / XS - Rs. 9,500.00",high-rise-legging-in-melt-malachite,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/high-rise-legging-in-melt-malachite
,,,"Slushy / XS - Rs. 10,300.00",high-rise-7-8-legging-in-takara-shine-slushy,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/high-rise-7-8-legging-in-takara-shine-slushy
,,,"Steel Grey / XS - Rs. 10,300.00",high-rise-full-length-legging-in-takara-shine-steel-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/high-rise-full-length-legging-in-takara-shine-steel-grey
,,,"Cream / 34 - Rs. 36,100.00",paris-ski-pants-cream,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/paris-ski-pants-cream
,,,"Dede Ski Print / XS - Rs. 20,200.00",perfect-active-legging-dede-ski-print,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/perfect-active-legging-dede-ski-print
,,,"Cream / XS - Rs. 35,000.00",silvia-pant-cream,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/silvia-pant-cream
,,,"Bronzed Pewter / XS - Rs. 11,100.00",palma-gloss-legging-bronzed-pewter,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/palma-gloss-legging-bronzed-pewter
,,,"Navy Blazer / XS - Rs. 10,300.00",slim-jogger-navy-blazer,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/slim-jogger-navy-blazer
,,,"French Blue / 34 - Rs. 49,700.00",paloma-ski-pants-french-blue,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/paloma-ski-pants-french-blue
,,,"True Navy / XS - Rs. 10,100.00",pleated-mini-skirt-true-navy,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/pleated-mini-skirt-true-navy
,,,"Toffee / XS - Rs. 12,000.00",logo-sweatpant-toffee,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/logo-sweatpant-toffee
,,,"Dark Grey / XS - Rs. 12,500.00",lazy-legging-dark-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/lazy-legging-dark-grey
,,,"Clearonix / XS - Rs. 11,300.00",asmc-tst-legging-clearonix,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/asmc-tst-legging-clearonix
,,,"Heather Grey / XS - Rs. 22,200.00",pallas-rib-knit-bootcut-pant-heather-grey,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/pallas-rib-knit-bootcut-pant-heather-grey
,,,"Black Combo / XS - Rs. 27,700.00",athena-colorblock-track-pant-black-combo,Sign up to receive 15% off your first order + stay in the know for new arrivals & exclusive promotions.,0,,[],[],#,[],https://carbon38.com/en-in/products/athena-colorblock-track-pant-black-combo
